intern_id,attendance,punctuality,sprint_completion,task_quality,deadline_met,communication,collaboration,initiative_score,work_quality,productivity,performance_score,performance
RX0024,35.45,0,42.857142857142854,82.67,56.37,31.57894736842105,28.421052631578945,36.36363636363637,69.52,39.61038961038961,56.02214285714286,low
RX0025,100.0,0,80.0,38.56,86.0,66.66666666666666,59.99999999999999,70.0,62.28,75.0,72.768,medium
RX0026,97.68,0,42.857142857142854,7.56,100.0,50.0,45.0,50.0,53.78,46.42857142857143,54.661142857142856,medium
RX0027,70.43,100,66.66666666666666,21.17,87.0,72.22222222222221,65.0,100.0,54.085,83.33333333333333,57.837,high
RX0028,78.29,100,42.857142857142854,78.9,94.31,93.75,84.375,71.42857142857143,86.605,57.14285714285714,71.04714285714286,medium
RX0029,87.12,100,50.0,47.84,70.19,88.23529411764706,79.41176470588235,45.45454545454545,59.015,47.72727272727273,60.81400000000001,medium
RX0030,99.74,100,40.0,48.39,9.58,86.36363636363636,77.72727272727272,83.33333333333334,28.985,61.66666666666667,48.381,medium
RX0031,65.3,100,50.0,49.8,71.54,78.94736842105263,71.05263157894737,92.85714285714286,60.67,71.42857142857143,57.308,medium
RX0032,100.0,100,50.0,88.62,100.0,82.35294117647058,74.11764705882352,87.5,94.31,68.75,81.586,high
RX0033,57.7,100,16.666666666666664,100.0,67.14,47.61904761904761,42.857142857142854,12.5,83.57,14.583333333333332,59.967999999999996,low
RX0034,12.78,100,40.0,52.48,11.56,42.10526315789473,37.89473684210526,25.0,32.019999999999996,32.5,32.612,low
RX0035,47.94,100,83.33333333333334,52.44,64.89,95.0,85.5,70.0,58.665,76.66666666666667,63.298,medium
RX0036,43.9,0,71.42857142857143,59.177902141957155,66.44,47.82608695652174,43.04347826086957,69.23076923076923,62.80895107097858,70.32967032967034,61.24994207115857,medium
RX0037,65.96,100,100.0,86.87,53.67,89.47368421052632,80.52631578947368,92.3076923076923,70.27000000000001,96.15384615384616,79.987,high
RX0038,23.77,0,40.0,20.99,68.88,36.36363636363637,32.727272727272734,38.46153846153847,44.934999999999995,39.23076923076923,36.827,low
RX0039,64.5466429020759,100,66.66666666666666,81.43,94.41,93.33333333333333,84.0,69.23076923076923,87.92,67.94871794871794,76.22032858041518,high
RX0040,100.0,100,75.0,99.53,40.74,80.0,72.0,69.23076923076923,70.135,72.11538461538461,80.507,high
RX0041,69.16,0,75.0,100.0,70.63,47.61904761904761,42.857142857142854,75.0,85.315,75.0,80.458,medium
RX0042,28.84,100,40.0,0.0,82.79,64.70588235294117,58.23529411764706,50.0,41.395,45.0,34.32600000000001,medium
RX0043,89.49,100,14.285714285714285,91.9,43.3,65.21739130434783,58.69565217391305,58.333333333333336,67.6,36.30952380952381,58.41371428571428,low
RX0044,100.0,0,83.33333333333334,73.13,14.27,64.70588235294117,58.23529411764706,60.0,43.699999999999996,71.66666666666667,69.793,medium
RX0045,54.81,0,14.285714285714285,41.56,5.06,4.545454545454546,4.090909090909092,22.22222222222222,23.310000000000002,18.253968253968253,28.727714285714285,low
RX0046,80.3,100,66.66666666666666,78.06,84.36,80.0,72.0,78.57142857142857,81.21000000000001,72.61904761904762,76.35,high
RX0047,71.07,0,40.0,55.09,57.82,90.0,81.0,83.33333333333334,56.455,61.66666666666667,54.305,medium
RX0048,31.74,100,25.0,86.14,60.45,4.166666666666666,3.7499999999999996,50.0,73.295,37.5,51.78,low
RX0049,69.15,0,40.0,62.01,31.46,33.33333333333333,29.999999999999996,33.33333333333333,46.735,36.666666666666664,50.724999999999994,low
RX0050,58.37,0,100.0,83.02,62.07,66.66666666666666,59.99999999999999,66.66666666666666,72.545,83.33333333333333,78.994,high
RX0051,9.31,100,25.0,94.38,100.0,44.44444444444444,40.0,22.22222222222222,97.19,23.61111111111111,57.675999999999995,low
RX0052,8.05,100,75.0,31.6,59.84,73.68421052631578,66.3157894736842,50.0,45.72,62.5,45.558,medium
RX0053,100.0,100,50.0,73.92,59.36,23.52941176470588,21.176470588235293,50.0,66.64,50.0,69.048,low
RX0054,0.0,0,25.0,47.76,63.39,16.666666666666664,14.999999999999998,46.15384615384615,55.575,35.57692307692308,34.506,low
RX0055,47.8,0,50.0,79.09,54.81,61.111111111111114,55.00000000000001,64.28571428571429,66.95,57.142857142857146,59.24900000000001,medium
RX0056,76.89,100,75.0,49.52,76.73,81.25,73.125,100.0,63.125,87.5,68.08000000000001,high
RX0057,97.42,100,60.0,75.8,100.0,78.94736842105263,71.05263157894737,70.0,87.9,65.0,80.22399999999999,high
RX0058,59.52,0,80.0,51.85,73.17,47.61904761904761,42.857142857142854,75.0,62.510000000000005,77.5,66.093,medium
RX0059,64.68,100,80.0,37.95,77.82,88.23529411764706,79.41176470588235,61.53846153846154,57.885,70.76923076923077,63.885,medium
RX0060,100.0,100,50.0,86.36,63.71,71.42857142857143,64.28571428571429,80.0,75.035,65.0,73.65,medium
RX0061,83.92,0,42.857142857142854,37.18,38.42,36.36363636363637,32.727272727272734,45.45454545454545,37.8,44.15584415584415,48.47914285714286,low
RX0062,49.87,0,66.66666666666666,84.34,23.01,79.16666666666666,71.25,84.61538461538461,53.675000000000004,75.64102564102564,59.878,medium
RX0063,49.25,0,50.0,90.12,81.81,88.88888888888889,80.0,81.81818181818183,85.965,65.9090909090909,68.248,medium
RX0064,92.35,100,60.0,55.41,66.39,63.1578947368421,56.84210526315789,91.66666666666666,60.9,75.83333333333333,66.371,medium
RX0065,54.2,100,50.0,86.46,76.47,79.16666666666666,71.25,83.33333333333334,81.465,66.66666666666667,67.072,high
RX0066,93.92,100,100.0,59.177902141957155,70.38,85.71428571428571,77.14285714285714,75.0,64.77895107097858,87.5,80.61337064258714,high
RX0067,80.28,100,100.0,100.0,76.18,100.0,90.0,75.0,88.09,87.5,91.292,high
RX0068,26.81,100,60.0,69.52,100.0,81.25,73.125,80.0,84.75999999999999,70.0,64.21799999999999,high
RX0069,100.0,100,100.0,71.27,94.03,71.42857142857143,64.28571428571429,71.42857142857143,82.65,85.71428571428572,90.187,high
RX0070,55.63,100,50.0,5.64,58.99,88.23529411764706,79.41176470588235,80.0,32.315,65.0,39.616,medium
RX0071,64.91,100,40.0,90.89,78.1,33.33333333333333,29.999999999999996,16.666666666666664,84.495,28.333333333333332,67.869,low
RX0072,92.55,100,16.666666666666664,76.1,36.18,28.57142857142857,25.71428571428571,35.714285714285715,56.14,26.19047619047619,53.57600000000001,low
RX0073,64.11,100,60.0,100.0,76.75,76.19047619047619,68.57142857142857,80.0,88.375,70.0,76.172,high
RX0074,0.0,0,20.0,96.55,95.4,10.526315789473683,9.473684210526315,42.857142857142854,95.975,31.428571428571427,54.045,low
RX0075,58.71,100,100.0,64.92,95.29,75.0,67.5,100.0,80.105,100.0,80.27600000000001,high
RX0076,100.0,100,100.0,55.49,55.48,81.81818181818183,73.63636363636364,100.0,55.485,100.0,77.743,high
RX0077,100.0,0,25.0,32.73,58.66,16.666666666666664,14.999999999999998,44.44444444444444,45.69499999999999,34.72222222222222,49.051,low
RX0078,38.13,100,25.0,47.12,76.23,40.909090909090914,36.81818181818182,16.666666666666664,61.675,20.833333333333332,44.50800000000001,low
RX0079,82.29,0,42.857142857142854,65.44,100.0,53.333333333333336,48.0,50.0,82.72,46.42857142857143,68.94714285714285,medium
RX0080,74.41,0,50.0,95.72,35.95,91.66666666666666,82.5,100.0,65.83500000000001,75.0,65.788,high
RX0081,33.15,100,50.0,100.0,73.5,55.55555555555556,50.0,66.66666666666666,86.75,58.33333333333333,66.33,medium
RX0082,91.09,100,83.33333333333334,95.35,48.74,61.904761904761905,55.714285714285715,50.0,72.045,66.66666666666667,81.57100000000001,medium
RX0083,100.0,100,66.66666666666666,49.06,35.34,87.5,78.75,66.66666666666666,42.2,66.66666666666666,61.786,medium
RX0084,64.5466429020759,100,50.0,59.177902141957155,84.65,80.0,72.0,50.0,71.91395107097858,50.0,62.59269922300233,medium
RX0085,63.22,100,25.0,30.54,79.06,53.333333333333336,48.0,7.142857142857142,54.8,16.07142857142857,45.118,low
RX0086,39.97,0,14.285714285714285,51.51,51.15,22.727272727272727,20.454545454545453,60.0,51.33,37.14285714285714,37.962714285714284,low
RX0087,19.23,0,83.33333333333334,17.52,69.43,86.95652173913044,78.26086956521739,87.5,43.475,85.41666666666667,47.988000000000014,medium
RX0088,62.43,100,83.33333333333334,59.177902141957155,30.09,73.91304347826086,66.52173913043478,62.5,44.633951070978576,72.91666666666667,61.25737064258715,high
RX0089,100.0,100,100.0,6.51,49.85,73.68421052631578,66.3157894736842,87.5,28.18,93.75,61.923,high
RX0090,100.0,0,57.14285714285714,33.48,78.62,88.23529411764706,79.41176470588235,61.53846153846154,56.05,59.34065934065934,62.91085714285715,medium
RX0091,91.01,100,50.0,36.79,79.86,82.6086956521739,74.34782608695652,70.0,58.325,60.0,60.211,medium
RX0092,80.93,100,71.42857142857143,68.1,78.82,85.71428571428571,77.14285714285714,100.0,73.46,85.71428571428572,73.80857142857143,high
RX0093,60.27,0,40.0,86.27,11.76,9.523809523809524,8.571428571428571,10.0,49.015,25.0,52.287,low
RX0094,85.66,0,75.0,56.74,74.18,54.166666666666664,48.75,61.53846153846154,65.46000000000001,68.26923076923077,71.49000000000001,medium
RX0095,96.68,100,60.0,95.97,77.15,68.75,61.875,92.3076923076923,86.56,76.15384615384616,81.557,high
RX0096,38.0,0,42.857142857142854,35.16,0.0,57.89473684210527,52.10526315789474,45.45454545454545,17.58,44.15584415584415,31.005142857142857,low
RX0097,100.0,0,42.857142857142854,37.43,40.55,50.0,45.0,36.36363636363637,38.989999999999995,39.61038961038961,52.19614285714285,low
RX0098,32.28,0,28.57142857142857,0.0,66.25,30.434782608695656,27.39130434782609,46.15384615384615,33.125,37.36263736263736,28.27742857142857,low
RX0099,25.4,0,75.0,48.69,4.4,50.0,45.0,66.66666666666666,26.544999999999998,70.83333333333333,43.067,medium
RX0100,20.07,0,16.666666666666664,79.06,100.0,40.0,36.0,25.0,89.53,20.833333333333332,52.732000000000006,low
RX0101,68.58,0,85.71428571428571,100.0,87.82,95.0,85.5,77.77777777777779,93.91,81.74603174603175,86.99428571428572,high
RX0102,87.87,100,100.0,81.45,88.96,66.66666666666666,59.99999999999999,100.0,85.205,100.0,89.801,high
RX0103,72.61,0,71.42857142857143,78.03,100.0,100.0,90.0,72.72727272727273,89.015,72.07792207792208,79.35957142857143,high
RX0104,100.0,0,66.66666666666666,34.75,63.74,100.0,90.0,100.0,49.245000000000005,83.33333333333333,63.173,high
RX0105,78.16,100,100.0,63.27,82.04,70.0,63.0,90.0,72.655,95.0,81.02100000000002,high
RX0106,26.41,0,40.0,72.57,100.0,70.58823529411765,63.52941176470589,87.5,86.285,63.75,59.053,medium
RX0107,53.09,100,40.0,47.76,80.56,88.23529411764706,79.41176470588235,58.333333333333336,64.16,49.16666666666667,53.058,medium
RX0108,23.03,100,75.0,97.77,90.43,86.95652173913044,78.26086956521739,92.3076923076923,94.1,83.65384615384616,74.523,high
RX0109,31.99,100,20.0,1.45,100.0,42.10526315789473,37.89473684210526,10.0,50.725,15.0,32.833,low
RX0110,69.06,100,75.0,66.41,46.45,47.368421052631575,42.63157894736842,87.5,56.43,81.25,65.525,medium
RX0111,76.83,0,42.857142857142854,47.85,53.88,20.0,18.0,35.714285714285715,50.865,39.285714285714285,53.35414285714286,low
RX0112,76.31,0,75.0,61.3,68.48,54.166666666666664,48.75,90.0,64.89,82.5,69.848,medium
RX0113,71.91,100,60.0,36.54,81.11,61.904761904761905,55.714285714285715,81.81818181818183,58.825,70.9090909090909,59.565999999999995,medium
RX0114,72.69,100,66.66666666666666,43.73,89.07,54.166666666666664,48.75,55.55555555555556,66.39999999999999,61.11111111111111,65.47099999999999,medium
RX0115,53.08,100,25.0,59.08,32.37,47.368421052631575,42.63157894736842,50.0,45.724999999999994,37.5,42.314,low
RX0116,76.04,100,25.0,59.86,72.92,16.666666666666664,14.999999999999998,46.15384615384615,66.39,35.57692307692308,55.25,low
RX0117,100.0,100,75.0,9.51,91.79,86.66666666666667,78.0,58.333333333333336,50.650000000000006,66.66666666666667,63.711,medium
RX0118,56.88,100,60.0,87.8,89.54,83.33333333333334,75.00000000000001,84.61538461538461,88.67,72.3076923076923,73.62400000000001,medium
RX0119,100.0,100,100.0,100.0,86.28,84.21052631578947,75.78947368421052,100.0,93.14,100.0,97.256,high
RX0120,78.03,100,100.0,75.62,41.14,95.0,85.5,75.0,58.38,87.5,76.52000000000001,high
RX0121,78.75,100,57.14285714285714,35.44,59.38,75.0,67.5,46.15384615384615,47.41,51.64835164835165,55.40085714285715,medium
RX0122,56.92,0,25.0,35.11,96.92,18.181818181818183,16.363636363636367,44.44444444444444,66.015,34.72222222222222,48.801,low
RX0123,46.74,0,25.0,84.48,45.97,34.78260869565217,31.304347826086957,22.22222222222222,65.225,23.61111111111111,51.386,low
RX0124,34.05,0,80.0,78.78,100.0,56.25,50.625,87.5,89.39,83.75,74.444,medium
RX0125,72.86,0,80.0,96.49,22.87,94.11764705882352,84.70588235294117,66.66666666666666,59.68,73.33333333333333,72.09299999999999,medium
RX0126,91.14,100,75.0,59.95,23.77,57.14285714285714,51.42857142857142,87.5,41.86,81.25,63.467,medium
RX0127,32.23,100,16.666666666666664,32.4,49.07,27.27272727272727,24.545454545454543,37.5,40.735,27.083333333333332,30.979999999999997,low
RX0128,51.78,100,80.0,60.84,61.41,70.83333333333334,63.75000000000001,90.9090909090909,61.125,85.45454545454545,64.88999999999999,medium
RX0129,61.7,100,57.14285714285714,50.19,87.59,88.88888888888889,80.0,66.66666666666666,68.89,61.9047619047619,62.057857142857145,high
RX0130,59.25,0,42.857142857142854,52.44,91.39,28.57142857142857,25.71428571428571,61.53846153846154,71.91499999999999,52.1978021978022,58.71714285714285,low
RX0131,43.28,100,100.0,54.28,48.38,90.0,81.0,72.72727272727273,51.33,86.36363636363637,64.616,high
RX0132,55.85,0,16.666666666666664,65.24,0.0,50.0,45.0,28.57142857142857,32.62,22.619047619047617,35.742000000000004,low
RX0133,33.33,0,33.33333333333333,71.37,58.61,27.77777777777778,25.0,7.142857142857142,64.99000000000001,20.238095238095234,49.79900000000001,low
RX0134,65.55,0,14.285714285714285,100.0,31.01,52.94117647058824,47.64705882352941,60.0,65.505,37.14285714285714,53.59771428571428,low
RX0135,89.32,0,28.57142857142857,0.31,92.69,33.33333333333333,29.999999999999996,45.45454545454545,46.5,37.01298701298701,45.066428571428574,low
RX0136,51.08,100,83.33333333333334,14.43,45.76,57.14285714285714,51.42857142857142,50.0,30.095,66.66666666666667,48.697,medium
RX0137,52.32,100,71.42857142857143,56.79,89.73,70.0,63.0,54.54545454545454,73.26,62.98701298701299,66.87557142857142,medium
RX0138,72.38,0,33.33333333333333,14.87,25.2,52.63157894736842,47.368421052631575,55.55555555555556,20.035,44.44444444444444,33.977,low
RX0139,56.14,100,50.0,30.8,100.0,66.66666666666666,59.99999999999999,83.33333333333334,65.4,66.66666666666667,55.468,high
RX0140,31.98,100,60.0,68.75,93.56,47.368421052631575,42.63157894736842,88.88888888888889,81.155,74.44444444444444,63.733000000000004,medium
RX0141,68.8,0,50.0,59.177902141957155,32.4,4.545454545454546,4.090909090909092,11.11111111111111,45.78895107097858,30.555555555555557,52.993370642587145,low
RX0142,38.72,0,25.0,29.67,55.3,36.36363636363637,32.727272727272734,30.0,42.485,27.5,35.205,low
RX0143,51.22,0,50.0,87.66,60.65,29.411764705882355,26.47058823529412,18.181818181818183,74.155,34.09090909090909,63.672000000000004,low
RX0144,91.12,100,100.0,59.177902141957155,100.0,87.5,78.75,66.66666666666666,79.58895107097858,83.33333333333333,85.97737064258715,high
RX0145,71.15,0,28.57142857142857,95.85,70.24,59.09090909090909,53.18181818181819,60.0,83.04499999999999,44.285714285714285,65.60442857142857,low
RX0146,60.84,100,50.0,86.81,72.88,70.83333333333334,63.75000000000001,53.84615384615385,79.845,51.92307692307692,67.787,medium
RX0147,75.03,100,85.71428571428571,66.66,80.65,80.95238095238095,72.85714285714286,69.23076923076923,73.655,77.47252747252747,76.84828571428571,high
RX0148,100.0,100,80.0,100.0,64.2,86.95652173913044,78.26086956521739,92.3076923076923,82.1,86.15384615384616,86.84,high
RX0149,60.53,100,75.0,59.177902141957155,43.59,86.66666666666667,78.0,66.66666666666666,51.38395107097858,70.83333333333333,61.07737064258715,medium
RX0150,87.34,100,25.0,80.53,16.19,45.45454545454545,40.90909090909091,27.27272727272727,48.36,26.136363636363633,52.364999999999995,low
RX0151,93.16,0,75.0,80.67,84.95,77.77777777777779,70.00000000000001,54.54545454545454,82.81,64.77272727272727,82.32300000000001,medium
RX0152,43.12,100,75.0,59.177902141957155,74.85,61.111111111111114,55.00000000000001,90.9090909090909,67.01395107097858,82.95454545454545,63.847370642587144,medium
RX0153,100.0,100,50.0,63.16,47.8,61.111111111111114,55.00000000000001,75.0,55.48,62.5,63.507999999999996,medium
RX0154,70.12,100,83.33333333333334,100.0,86.07,88.23529411764706,79.41176470588235,100.0,93.035,91.66666666666667,86.238,high
RX0155,62.42,100,100.0,85.46,92.64,80.0,72.0,90.9090909090909,89.05,95.45454545454545,86.65,high
RX0156,0.0,0,14.285714285714285,38.03,40.33,23.809523809523807,21.428571428571427,20.0,39.18,17.142857142857142,23.760714285714286,low
RX0157,74.9,100,60.0,25.68,59.01,88.23529411764706,79.41176470588235,66.66666666666666,42.345,63.33333333333333,52.486000000000004,high
RX0158,75.58,100,71.42857142857143,50.01,82.1,91.66666666666666,82.5,90.9090909090909,66.05499999999999,81.16883116883116,67.96757142857142,high
RX0159,77.11,0,42.857142857142854,0.0,81.52,11.11111111111111,10.0,50.0,40.76,46.42857142857143,44.58314285714286,low
RX0160,72.01,0,40.0,41.56,21.69,22.727272727272727,20.454545454545453,11.11111111111111,31.625,25.555555555555557,43.208,low
RX0161,90.44,0,50.0,75.82,53.76,87.5,78.75,87.5,64.78999999999999,68.75,66.586,medium
RX0162,89.51,0,25.0,100.0,47.9,37.5,33.75,25.0,73.95,25.0,64.982,low
RX0163,57.17,100,33.33333333333333,40.93,61.71,38.095238095238095,34.285714285714285,33.33333333333333,51.32,33.33333333333333,46.05499999999999,low
RX0164,44.07,100,57.14285714285714,59.45,73.94,88.88888888888889,80.0,92.3076923076923,66.695,74.72527472527472,58.57985714285714,medium
RX0165,25.8,0,20.0,52.5,81.44,18.75,16.875,50.0,66.97,35.0,43.19799999999999,low
RX0166,71.1,0,14.285714285714285,49.84,90.64,20.833333333333336,18.750000000000004,36.36363636363637,70.24000000000001,25.324675324675326,51.58571428571429,low
RX0167,62.65,100,85.71428571428571,100.0,69.57,57.14285714285714,51.42857142857142,66.66666666666666,84.785,76.19047619047618,82.15828571428571,medium
RX0168,49.59,100,80.0,51.95,74.19,73.91304347826086,66.52173913043478,50.0,63.07,65.0,64.34100000000001,medium
RX0169,83.89,0,100.0,81.59,81.52,82.6086956521739,74.34782608695652,66.66666666666666,81.555,83.33333333333333,87.55900000000001,high
RX0170,0.0,100,42.857142857142854,39.41,52.26,56.25,50.625,50.0,45.834999999999994,46.42857142857143,35.13214285714285,low
RX0171,77.91,0,20.0,30.12,0.0,10.526315789473683,9.473684210526315,50.0,15.06,35.0,30.618000000000002,low
RX0172,21.36,0,16.666666666666664,87.71,90.84,11.11111111111111,10.0,50.0,89.275,33.33333333333333,53.753,low
RX0173,39.91,100,33.33333333333333,32.17,49.23,35.294117647058826,31.764705882352946,7.142857142857142,40.7,20.238095238095234,37.479,low
RX0174,51.44,100,66.66666666666666,98.88,43.78,76.47058823529412,68.82352941176471,77.77777777777779,71.33,72.22222222222223,68.708,high
RX0175,70.39,100,16.666666666666664,59.177902141957155,41.94,40.0,36.0,54.54545454545454,50.55895107097858,35.6060606060606,45.21937064258715,low
RX0176,100.0,0,16.666666666666664,59.177902141957155,66.02,14.285714285714285,12.857142857142856,36.36363636363637,62.59895107097857,26.515151515151516,55.95737064258715,low
RX0177,87.56,0,50.0,70.71,87.48,94.11764705882352,84.70588235294117,66.66666666666666,79.095,58.33333333333333,71.221,medium
RX0178,84.77,0,57.14285714285714,74.29,56.45,93.75,84.375,90.0,65.37,73.57142857142857,67.67385714285714,high
RX0179,70.34,100,25.0,30.38,0.08,38.095238095238095,34.285714285714285,58.333333333333336,15.229999999999999,41.66666666666667,30.697999999999997,low
RX0180,4.93,100,50.0,94.34,58.59,66.66666666666666,59.99999999999999,80.0,76.465,65.0,56.006,medium
RX0181,49.45,0,28.57142857142857,74.2,61.18,45.0,40.5,42.857142857142854,67.69,35.71428571428571,52.95742857142858,low
RX0182,46.2,0,42.857142857142854,20.18,57.27,50.0,45.0,62.5,38.725,52.67857142857143,39.60514285714286,medium
RX0183,83.91,0,50.0,59.177902141957155,100.0,68.18181818181817,61.36363636363636,62.5,79.58895107097858,56.25,69.53537064258714,high
RX0184,49.56,100,25.0,79.77,79.94,13.636363636363635,12.272727272727272,50.0,79.85499999999999,37.5,57.330999999999996,low
RX0185,33.75,0,20.0,54.35,36.56,63.63636363636363,57.27272727272727,25.0,45.455,22.5,36.367000000000004,low
RX0186,60.79,0,85.71428571428571,68.57,77.8,60.0,54.0,62.5,73.185,74.10714285714286,74.00328571428571,medium
RX0187,63.98,0,60.0,59.177902141957155,57.07,94.11764705882352,84.70588235294117,44.44444444444444,58.12395107097858,52.22222222222222,59.963370642587144,medium
RX0188,40.24,100,50.0,100.0,71.51,66.66666666666666,59.99999999999999,92.85714285714286,85.755,71.42857142857143,67.35,high
RX0189,63.04,100,80.0,97.4,76.43,68.75,61.875,66.66666666666666,86.915,73.33333333333333,81.114,medium
RX0190,76.77,100,85.71428571428571,63.09,75.99,80.0,72.0,100.0,69.53999999999999,92.85714285714286,75.19328571428571,high
RX0191,44.76,0,60.0,59.34,72.0,81.81818181818183,73.63636363636364,75.0,65.67,67.5,59.153999999999996,medium
RX0192,100.0,100,100.0,78.48,69.82,80.0,72.0,100.0,74.15,100.0,87.508,high
RX0193,25.73,100,66.66666666666666,57.32,76.19,94.44444444444444,85.0,69.23076923076923,66.755,67.94871794871794,57.58,medium
RX0194,96.98,0,100.0,47.46,85.86,71.42857142857143,64.28571428571429,90.0,66.66,95.0,80.806,high
RX0195,73.93,100,42.857142857142854,59.73,44.26,20.0,18.0,50.0,51.995,46.42857142857143,54.41414285714285,low
RX0196,71.02,100,50.0,43.65,26.89,68.18181818181817,61.36363636363636,50.0,35.269999999999996,50.0,47.677,medium
RX0197,60.32,100,80.0,8.19,86.83,70.0,63.0,75.0,47.51,77.5,55.887,medium
RX0198,56.58,0,80.0,100.0,94.85,47.82608695652174,43.04347826086957,57.14285714285714,97.425,68.57142857142857,84.286,medium
RX0199,100.0,100,14.285714285714285,51.71,85.11,6.666666666666667,6.0,9.090909090909092,68.41,11.688311688311689,56.82071428571429,low
RX0200,97.13,0,60.0,65.17,64.29,100.0,90.0,83.33333333333334,64.73,71.66666666666667,69.83500000000001,high
RX0201,100.0,100,85.71428571428571,59.177902141957155,81.26,82.6086956521739,74.34782608695652,66.66666666666666,70.21895107097858,76.19047619047618,79.71965635687286,high
RX0202,70.33,100,40.0,42.6,17.66,62.5,56.25,81.81818181818183,30.130000000000003,60.909090909090914,42.378,medium
RX0203,95.64,0,40.0,100.0,49.25,54.166666666666664,48.75,77.77777777777779,74.625,58.88888888888889,70.97800000000001,medium
RX0204,63.01,100,66.66666666666666,75.6,86.96,94.11764705882352,84.70588235294117,66.66666666666666,81.28,66.66666666666666,72.67399999999999,high
RX0205,36.11,0,60.0,65.91,99.24,75.0,67.5,69.23076923076923,82.57499999999999,64.61538461538461,64.84299999999999,medium
RX0206,36.53,100,14.285714285714285,51.96,71.81,65.21739130434783,58.69565217391305,11.11111111111111,61.885000000000005,12.698412698412698,41.54171428571429,low
RX0207,91.74,100,40.0,55.76,68.74,91.30434782608695,82.17391304347827,75.0,62.25,57.5,60.824,medium
RX0208,38.35,100,14.285714285714285,55.69,57.35,58.82352941176471,52.94117647058824,9.090909090909092,56.519999999999996,11.688311688311689,40.132714285714286,low
RX0209,67.65,100,66.66666666666666,59.177902141957155,78.95,78.94736842105263,71.05263157894737,91.66666666666666,69.06395107097858,79.16666666666666,67.07337064258715,high
RX0210,73.92,0,42.857142857142854,40.52,93.12,11.76470588235294,10.588235294117647,50.0,66.82000000000001,46.42857142857143,58.42114285714286,low
RX0211,89.27,100,60.0,53.17,74.13,69.56521739130434,62.608695652173914,75.0,63.65,67.5,66.631,medium
RX0212,59.63,0,40.0,98.07,30.75,31.57894736842105,28.421052631578945,54.54545454545454,64.41,47.272727272727266,59.49699999999999,low
